광역	광역코드	시군구	선거인수	투표수	유효투표수	무효투표수	기권수	정당	득표수
서울특별시	1100	종로구	137653	88125	87308	817	49528	한나라당	33646
서울특별시	1100	중구	106012	65628	64896	732	40384	한나라당	24592
서울특별시	1100	용산구	182403	111594	110621	973	70809	한나라당	45258
서울특별시	1100	성동구	262021	161933	160453	1480	100088	한나라당	56435
서울특별시	1100	광진구	291768	178795	177335	1460	112973	한나라당	61097
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	한나라당	67491
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	한나라당	67494
서울특별시	1100	성북구	351787	213920	211902	2018	137867	한나라당	74197
서울특별시	1100	강북구	281387	166362	164681	1681	115025	한나라당	52947
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	한나라당	60979
서울특별시	1100	노원구	458063	296104	293711	2393	161959	한나라당	102248
서울특별시	1100	은평구	361993	217173	215193	1980	144820	한나라당	72808
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	한나라당	59920
서울특별시	1100	마포구	298654	185586	184012	1574	113068	한나라당	64058
서울특별시	1100	양천구	353003	225336	223577	1759	127667	한나라당	81621
서울특별시	1100	강서구	405394	249160	246872	2288	156234	한나라당	86529
서울특별시	1100	구로구	315195	201460	199639	1821	113735	한나라당	67756
서울특별시	1100	금천구	197115	118150	117049	1101	78965	한나라당	36766
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	한나라당	71438
서울특별시	1100	동작구	321397	205586	204056	1530	115811	한나라당	69732
서울특별시	1100	관악구	417760	256780	254560	2220	160980	한나라당	74022
서울특별시	1100	서초구	303515	196218	195037	1181	107297	한나라당	96142
서울특별시	1100	강남구	400374	246937	245465	1472	153437	한나라당	126887
서울특별시	1100	송파구	457391	290110	287937	2173	167281	한나라당	115612
서울특별시	1100	강동구	353627	222632	220708	1924	130995	한나라당	82546
서울특별시	1100	종로구	137653	88125	87308	817	49528	새천년민주당	8374
서울특별시	1100	중구	106012	65628	64896	732	40384	새천년민주당	7363
서울특별시	1100	용산구	182403	111594	110621	973	70809	새천년민주당	9170
서울특별시	1100	성동구	262021	161933	160453	1480	100088	새천년민주당	15337
서울특별시	1100	광진구	291768	178795	177335	1460	112973	새천년민주당	17343
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	새천년민주당	16067
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	새천년민주당	14503
서울특별시	1100	성북구	351787	213920	211902	2018	137867	새천년민주당	18232
서울특별시	1100	강북구	281387	166362	164681	1681	115025	새천년민주당	17518
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	새천년민주당	13039
서울특별시	1100	노원구	458063	296104	293711	2393	161959	새천년민주당	23343
서울특별시	1100	은평구	361993	217173	215193	1980	144820	새천년민주당	17322
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	새천년민주당	13191
서울특별시	1100	마포구	298654	185586	184012	1574	113068	새천년민주당	14981
서울특별시	1100	양천구	353003	225336	223577	1759	127667	새천년민주당	18909
서울특별시	1100	강서구	405394	249160	246872	2288	156234	새천년민주당	20295
서울특별시	1100	구로구	315195	201460	199639	1821	113735	새천년민주당	15595
서울특별시	1100	금천구	197115	118150	117049	1101	78965	새천년민주당	10863
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	새천년민주당	17840
서울특별시	1100	동작구	321397	205586	204056	1530	115811	새천년민주당	17879
서울특별시	1100	관악구	417760	256780	254560	2220	160980	새천년민주당	25137
서울특별시	1100	서초구	303515	196218	195037	1181	107297	새천년민주당	12899
서울특별시	1100	강남구	400374	246937	245465	1472	153437	새천년민주당	15843
서울특별시	1100	송파구	457391	290110	287937	2173	167281	새천년민주당	24022
서울특별시	1100	강동구	353627	222632	220708	1924	130995	새천년민주당	17978
서울특별시	1100	종로구	137653	88125	87308	817	49528	열린우리당	31439
서울특별시	1100	중구	106012	65628	64896	732	40384	열린우리당	24071
서울특별시	1100	용산구	182403	111594	110621	973	70809	열린우리당	38512
서울특별시	1100	성동구	262021	161933	160453	1480	100088	열린우리당	62335
서울특별시	1100	광진구	291768	178795	177335	1460	112973	열린우리당	69344
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	열린우리당	70099
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	열린우리당	75694
서울특별시	1100	성북구	351787	213920	211902	2018	137867	열린우리당	82669
서울특별시	1100	강북구	281387	166362	164681	1681	115025	열린우리당	64913
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	열린우리당	65620
서울특별시	1100	노원구	458063	296104	293711	2393	161959	열린우리당	111758
서울특별시	1100	은평구	361993	217173	215193	1980	144820	열린우리당	86735
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	열린우리당	67471
서울특별시	1100	마포구	298654	185586	184012	1574	113068	열린우리당	70677
서울특별시	1100	양천구	353003	225336	223577	1759	127667	열린우리당	85715
서울특별시	1100	강서구	405394	249160	246872	2288	156234	열린우리당	95333
서울특별시	1100	구로구	315195	201460	199639	1821	113735	열린우리당	78520
서울특별시	1100	금천구	197115	118150	117049	1101	78965	열린우리당	46507
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	열린우리당	74041
서울특별시	1100	동작구	321397	205586	204056	1530	115811	열린우리당	78196
서울특별시	1100	관악구	417760	256780	254560	2220	160980	열린우리당	102493
서울특별시	1100	서초구	303515	196218	195037	1181	107297	열린우리당	60505
서울특별시	1100	강남구	400374	246937	245465	1472	153437	열린우리당	71393
서울특별시	1100	송파구	457391	290110	287937	2173	167281	열린우리당	104749
서울특별시	1100	강동구	353627	222632	220708	1924	130995	열린우리당	83167
서울특별시	1100	종로구	137653	88125	87308	817	49528	자민련	1745
서울특별시	1100	중구	106012	65628	64896	732	40384	자민련	1309
서울특별시	1100	용산구	182403	111594	110621	973	70809	자민련	2393
서울특별시	1100	성동구	262021	161933	160453	1480	100088	자민련	2945
서울특별시	1100	광진구	291768	178795	177335	1460	112973	자민련	3292
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	자민련	4111
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	자민련	4590
서울특별시	1100	성북구	351787	213920	211902	2018	137867	자민련	4412
서울특별시	1100	강북구	281387	166362	164681	1681	115025	자민련	3567
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	자민련	4381
서울특별시	1100	노원구	458063	296104	293711	2393	161959	자민련	5329
서울특별시	1100	은평구	361993	217173	215193	1980	144820	자민련	4749
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	자민련	3308
서울특별시	1100	마포구	298654	185586	184012	1574	113068	자민련	3674
서울특별시	1100	양천구	353003	225336	223577	1759	127667	자민련	4897
서울특별시	1100	강서구	405394	249160	246872	2288	156234	자민련	5391
서울특별시	1100	구로구	315195	201460	199639	1821	113735	자민련	5253
서울특별시	1100	금천구	197115	118150	117049	1101	78965	자민련	3294
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	자민련	4958
서울특별시	1100	동작구	321397	205586	204056	1530	115811	자민련	4735
서울특별시	1100	관악구	417760	256780	254560	2220	160980	자민련	5865
서울특별시	1100	서초구	303515	196218	195037	1181	107297	자민련	3654
서울특별시	1100	강남구	400374	246937	245465	1472	153437	자민련	4130
서울특별시	1100	송파구	457391	290110	287937	2173	167281	자민련	5210
서울특별시	1100	강동구	353627	222632	220708	1924	130995	자민련	4309
서울특별시	1100	종로구	137653	88125	87308	817	49528	국민통합21	249
서울특별시	1100	중구	106012	65628	64896	732	40384	국민통합21	242
서울특별시	1100	용산구	182403	111594	110621	973	70809	국민통합21	516
서울특별시	1100	성동구	262021	161933	160453	1480	100088	국민통합21	605
서울특별시	1100	광진구	291768	178795	177335	1460	112973	국민통합21	500
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	국민통합21	775
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	국민통합21	786
서울특별시	1100	성북구	351787	213920	211902	2018	137867	국민통합21	814
서울특별시	1100	강북구	281387	166362	164681	1681	115025	국민통합21	768
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	국민통합21	575
서울특별시	1100	노원구	458063	296104	293711	2393	161959	국민통합21	1149
서울특별시	1100	은평구	361993	217173	215193	1980	144820	국민통합21	962
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	국민통합21	650
서울특별시	1100	마포구	298654	185586	184012	1574	113068	국민통합21	585
서울특별시	1100	양천구	353003	225336	223577	1759	127667	국민통합21	623
서울특별시	1100	강서구	405394	249160	246872	2288	156234	국민통합21	640
서울특별시	1100	구로구	315195	201460	199639	1821	113735	국민통합21	631
서울특별시	1100	금천구	197115	118150	117049	1101	78965	국민통합21	538
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	국민통합21	648
서울특별시	1100	동작구	321397	205586	204056	1530	115811	국민통합21	646
서울특별시	1100	관악구	417760	256780	254560	2220	160980	국민통합21	871
서울특별시	1100	서초구	303515	196218	195037	1181	107297	국민통합21	662
서울특별시	1100	강남구	400374	246937	245465	1472	153437	국민통합21	664
서울특별시	1100	송파구	457391	290110	287937	2173	167281	국민통합21	939
서울특별시	1100	강동구	353627	222632	220708	1924	130995	국민통합21	796
서울특별시	1100	종로구	137653	88125	87308	817	49528	가자희망2080	43
서울특별시	1100	중구	106012	65628	64896	732	40384	가자희망2080	57
서울특별시	1100	용산구	182403	111594	110621	973	70809	가자희망2080	63
서울특별시	1100	성동구	262021	161933	160453	1480	100088	가자희망2080	472
서울특별시	1100	광진구	291768	178795	177335	1460	112973	가자희망2080	95
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	가자희망2080	170
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	가자희망2080	180
서울특별시	1100	성북구	351787	213920	211902	2018	137867	가자희망2080	196
서울특별시	1100	강북구	281387	166362	164681	1681	115025	가자희망2080	135
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	가자희망2080	130
서울특별시	1100	노원구	458063	296104	293711	2393	161959	가자희망2080	271
서울특별시	1100	은평구	361993	217173	215193	1980	144820	가자희망2080	341
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	가자희망2080	122
서울특별시	1100	마포구	298654	185586	184012	1574	113068	가자희망2080	257
서울특별시	1100	양천구	353003	225336	223577	1759	127667	가자희망2080	152
서울특별시	1100	강서구	405394	249160	246872	2288	156234	가자희망2080	168
서울특별시	1100	구로구	315195	201460	199639	1821	113735	가자희망2080	187
서울특별시	1100	금천구	197115	118150	117049	1101	78965	가자희망2080	66
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	가자희망2080	96
서울특별시	1100	동작구	321397	205586	204056	1530	115811	가자희망2080	196
서울특별시	1100	관악구	417760	256780	254560	2220	160980	가자희망2080	133
서울특별시	1100	서초구	303515	196218	195037	1181	107297	가자희망2080	125
서울특별시	1100	강남구	400374	246937	245465	1472	153437	가자희망2080	145
서울특별시	1100	송파구	457391	290110	287937	2173	167281	가자희망2080	174
서울특별시	1100	강동구	353627	222632	220708	1924	130995	가자희망2080	140
서울특별시	1100	종로구	137653	88125	87308	817	49528	공화당	99
서울특별시	1100	중구	106012	65628	64896	732	40384	공화당	61
서울특별시	1100	용산구	182403	111594	110621	973	70809	공화당	51
서울특별시	1100	성동구	262021	161933	160453	1480	100088	공화당	107
서울특별시	1100	광진구	291768	178795	177335	1460	112973	공화당	80
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	공화당	166
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	공화당	121
서울특별시	1100	성북구	351787	213920	211902	2018	137867	공화당	105
서울특별시	1100	강북구	281387	166362	164681	1681	115025	공화당	139
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	공화당	87
서울특별시	1100	노원구	458063	296104	293711	2393	161959	공화당	153
서울특별시	1100	은평구	361993	217173	215193	1980	144820	공화당	349
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	공화당	89
서울특별시	1100	마포구	298654	185586	184012	1574	113068	공화당	95
서울특별시	1100	양천구	353003	225336	223577	1759	127667	공화당	99
서울특별시	1100	강서구	405394	249160	246872	2288	156234	공화당	143
서울특별시	1100	구로구	315195	201460	199639	1821	113735	공화당	170
서울특별시	1100	금천구	197115	118150	117049	1101	78965	공화당	64
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	공화당	100
서울특별시	1100	동작구	321397	205586	204056	1530	115811	공화당	94
서울특별시	1100	관악구	417760	256780	254560	2220	160980	공화당	145
서울특별시	1100	서초구	303515	196218	195037	1181	107297	공화당	172
서울특별시	1100	강남구	400374	246937	245465	1472	153437	공화당	83
서울특별시	1100	송파구	457391	290110	287937	2173	167281	공화당	127
서울특별시	1100	강동구	353627	222632	220708	1924	130995	공화당	125
서울특별시	1100	종로구	137653	88125	87308	817	49528	구국총연합	14
서울특별시	1100	중구	106012	65628	64896	732	40384	구국총연합	19
서울특별시	1100	용산구	182403	111594	110621	973	70809	구국총연합	19
서울특별시	1100	성동구	262021	161933	160453	1480	100088	구국총연합	30
서울특별시	1100	광진구	291768	178795	177335	1460	112973	구국총연합	41
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	구국총연합	34
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	구국총연합	55
서울특별시	1100	성북구	351787	213920	211902	2018	137867	구국총연합	39
서울특별시	1100	강북구	281387	166362	164681	1681	115025	구국총연합	23
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	구국총연합	27
서울특별시	1100	노원구	458063	296104	293711	2393	161959	구국총연합	63
서울특별시	1100	은평구	361993	217173	215193	1980	144820	구국총연합	73
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	구국총연합	28
서울특별시	1100	마포구	298654	185586	184012	1574	113068	구국총연합	40
서울특별시	1100	양천구	353003	225336	223577	1759	127667	구국총연합	51
서울특별시	1100	강서구	405394	249160	246872	2288	156234	구국총연합	53
서울특별시	1100	구로구	315195	201460	199639	1821	113735	구국총연합	204
서울특별시	1100	금천구	197115	118150	117049	1101	78965	구국총연합	20
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	구국총연합	40
서울특별시	1100	동작구	321397	205586	204056	1530	115811	구국총연합	31
서울특별시	1100	관악구	417760	256780	254560	2220	160980	구국총연합	38
서울특별시	1100	서초구	303515	196218	195037	1181	107297	구국총연합	35
서울특별시	1100	강남구	400374	246937	245465	1472	153437	구국총연합	29
서울특별시	1100	송파구	457391	290110	287937	2173	167281	구국총연합	27
서울특별시	1100	강동구	353627	222632	220708	1924	130995	구국총연합	41
서울특별시	1100	종로구	137653	88125	87308	817	49528	기독당	802
서울특별시	1100	중구	106012	65628	64896	732	40384	기독당	541
서울특별시	1100	용산구	182403	111594	110621	973	70809	기독당	1441
서울특별시	1100	성동구	262021	161933	160453	1480	100088	기독당	1674
서울특별시	1100	광진구	291768	178795	177335	1460	112973	기독당	1944
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	기독당	1912
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	기독당	2095
서울특별시	1100	성북구	351787	213920	211902	2018	137867	기독당	2517
서울특별시	1100	강북구	281387	166362	164681	1681	115025	기독당	1946
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	기독당	2070
서울특별시	1100	노원구	458063	296104	293711	2393	161959	기독당	4673
서울특별시	1100	은평구	361993	217173	215193	1980	144820	기독당	2876
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	기독당	2216
서울특별시	1100	마포구	298654	185586	184012	1574	113068	기독당	2451
서울특별시	1100	양천구	353003	225336	223577	1759	127667	기독당	3195
서울특별시	1100	강서구	405394	249160	246872	2288	156234	기독당	3953
서울특별시	1100	구로구	315195	201460	199639	1821	113735	기독당	2852
서울특별시	1100	금천구	197115	118150	117049	1101	78965	기독당	1775
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	기독당	2564
서울특별시	1100	동작구	321397	205586	204056	1530	115811	기독당	2983
서울특별시	1100	관악구	417760	256780	254560	2220	160980	기독당	3207
서울특별시	1100	서초구	303515	196218	195037	1181	107297	기독당	2076
서울특별시	1100	강남구	400374	246937	245465	1472	153437	기독당	2654
서울특별시	1100	송파구	457391	290110	287937	2173	167281	기독당	3660
서울특별시	1100	강동구	353627	222632	220708	1924	130995	기독당	3369
서울특별시	1100	종로구	137653	88125	87308	817	49528	노년권익보호당	132
서울특별시	1100	중구	106012	65628	64896	732	40384	노년권익보호당	76
서울특별시	1100	용산구	182403	111594	110621	973	70809	노년권익보호당	140
서울특별시	1100	성동구	262021	161933	160453	1480	100088	노년권익보호당	228
서울특별시	1100	광진구	291768	178795	177335	1460	112973	노년권익보호당	253
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	노년권익보호당	223
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	노년권익보호당	280
서울특별시	1100	성북구	351787	213920	211902	2018	137867	노년권익보호당	322
서울특별시	1100	강북구	281387	166362	164681	1681	115025	노년권익보호당	291
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	노년권익보호당	267
서울특별시	1100	노원구	458063	296104	293711	2393	161959	노년권익보호당	473
서울특별시	1100	은평구	361993	217173	215193	1980	144820	노년권익보호당	321
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	노년권익보호당	235
서울특별시	1100	마포구	298654	185586	184012	1574	113068	노년권익보호당	263
서울특별시	1100	양천구	353003	225336	223577	1759	127667	노년권익보호당	303
서울특별시	1100	강서구	405394	249160	246872	2288	156234	노년권익보호당	370
서울특별시	1100	구로구	315195	201460	199639	1821	113735	노년권익보호당	259
서울특별시	1100	금천구	197115	118150	117049	1101	78965	노년권익보호당	188
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	노년권익보호당	284
서울특별시	1100	동작구	321397	205586	204056	1530	115811	노년권익보호당	312
서울특별시	1100	관악구	417760	256780	254560	2220	160980	노년권익보호당	353
서울특별시	1100	서초구	303515	196218	195037	1181	107297	노년권익보호당	264
서울특별시	1100	강남구	400374	246937	245465	1472	153437	노년권익보호당	608
서울특별시	1100	송파구	457391	290110	287937	2173	167281	노년권익보호당	620
서울특별시	1100	강동구	353627	222632	220708	1924	130995	노년권익보호당	349
서울특별시	1100	종로구	137653	88125	87308	817	49528	녹색사민당	213
서울특별시	1100	중구	106012	65628	64896	732	40384	녹색사민당	138
서울특별시	1100	용산구	182403	111594	110621	973	70809	녹색사민당	290
서울특별시	1100	성동구	262021	161933	160453	1480	100088	녹색사민당	383
서울특별시	1100	광진구	291768	178795	177335	1460	112973	녹색사민당	645
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	녹색사민당	421
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	녹색사민당	553
서울특별시	1100	성북구	351787	213920	211902	2018	137867	녹색사민당	613
서울특별시	1100	강북구	281387	166362	164681	1681	115025	녹색사민당	575
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	녹색사민당	574
서울특별시	1100	노원구	458063	296104	293711	2393	161959	녹색사민당	800
서울특별시	1100	은평구	361993	217173	215193	1980	144820	녹색사민당	769
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	녹색사민당	452
서울특별시	1100	마포구	298654	185586	184012	1574	113068	녹색사민당	655
서울특별시	1100	양천구	353003	225336	223577	1759	127667	녹색사민당	681
서울특별시	1100	강서구	405394	249160	246872	2288	156234	녹색사민당	781
서울특별시	1100	구로구	315195	201460	199639	1821	113735	녹색사민당	569
서울특별시	1100	금천구	197115	118150	117049	1101	78965	녹색사민당	428
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	녹색사민당	508
서울특별시	1100	동작구	321397	205586	204056	1530	115811	녹색사민당	1202
서울특별시	1100	관악구	417760	256780	254560	2220	160980	녹색사민당	870
서울특별시	1100	서초구	303515	196218	195037	1181	107297	녹색사민당	375
서울특별시	1100	강남구	400374	246937	245465	1472	153437	녹색사민당	497
서울특별시	1100	송파구	457391	290110	287937	2173	167281	녹색사민당	791
서울특별시	1100	강동구	353627	222632	220708	1924	130995	녹색사민당	542
서울특별시	1100	종로구	137653	88125	87308	817	49528	민주노동당	10349
서울특별시	1100	중구	106012	65628	64896	732	40384	민주노동당	6281
서울특별시	1100	용산구	182403	111594	110621	973	70809	민주노동당	12570
서울특별시	1100	성동구	262021	161933	160453	1480	100088	민주노동당	19571
서울특별시	1100	광진구	291768	178795	177335	1460	112973	민주노동당	22391
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	민주노동당	22653
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	민주노동당	22601
서울특별시	1100	성북구	351787	213920	211902	2018	137867	민주노동당	27325
서울특별시	1100	강북구	281387	166362	164681	1681	115025	민주노동당	21493
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	민주노동당	23317
서울특별시	1100	노원구	458063	296104	293711	2393	161959	민주노동당	42839
서울특별시	1100	은평구	361993	217173	215193	1980	144820	민주노동당	27419
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	민주노동당	23125
서울특별시	1100	마포구	298654	185586	184012	1574	113068	민주노동당	25830
서울특별시	1100	양천구	353003	225336	223577	1759	127667	민주노동당	26931
서울특별시	1100	강서구	405394	249160	246872	2288	156234	민주노동당	32743
서울특별시	1100	구로구	315195	201460	199639	1821	113735	민주노동당	27272
서울특별시	1100	금천구	197115	118150	117049	1101	78965	민주노동당	16266
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	민주노동당	23312
서울특별시	1100	동작구	321397	205586	204056	1530	115811	민주노동당	27642
서울특별시	1100	관악구	417760	256780	254560	2220	160980	민주노동당	40853
서울특별시	1100	서초구	303515	196218	195037	1181	107297	민주노동당	17889
서울특별시	1100	강남구	400374	246937	245465	1472	153437	민주노동당	22239
서울특별시	1100	송파구	457391	290110	287937	2173	167281	민주노동당	31582
서울특별시	1100	강동구	353627	222632	220708	1924	130995	민주노동당	26954
서울특별시	1100	종로구	137653	88125	87308	817	49528	민주화합당	86
서울특별시	1100	중구	106012	65628	64896	732	40384	민주화합당	60
서울특별시	1100	용산구	182403	111594	110621	973	70809	민주화합당	103
서울특별시	1100	성동구	262021	161933	160453	1480	100088	민주화합당	154
서울특별시	1100	광진구	291768	178795	177335	1460	112973	민주화합당	148
서울특별시	1100	동대문구	298000	186434	184554	1880	111566	민주화합당	199
서울특별시	1100	중랑구	330121	191138	189308	1830	138983	민주화합당	151
서울특별시	1100	성북구	351787	213920	211902	2018	137867	민주화합당	214
서울특별시	1100	강북구	281387	166362	164681	1681	115025	민주화합당	207
서울특별시	1100	도봉구	278907	172829	171350	1479	106078	민주화합당	132
서울특별시	1100	노원구	458063	296104	293711	2393	161959	민주화합당	259
서울특별시	1100	은평구	361993	217173	215193	1980	144820	민주화합당	220
서울특별시	1100	서대문구	274126	172926	171146	1780	101200	민주화합당	125
서울특별시	1100	마포구	298654	185586	184012	1574	113068	민주화합당	138
서울특별시	1100	양천구	353003	225336	223577	1759	127667	민주화합당	191
서울특별시	1100	강서구	405394	249160	246872	2288	156234	민주화합당	208
서울특별시	1100	구로구	315195	201460	199639	1821	113735	민주화합당	176
서울특별시	1100	금천구	197115	118150	117049	1101	78965	민주화합당	139
서울특별시	1100	영등포구	312684	197985	196200	1785	114699	민주화합당	168
서울특별시	1100	동작구	321397	205586	204056	1530	115811	민주화합당	173
서울특별시	1100	관악구	417760	256780	254560	2220	160980	민주화합당	256
